stool, solid excretory product evacuated from the bowels
drawing, the creation of artistic pictures or diagrams; "he learned drawing from his father"
platypoecilus, platys
hugo devries, Dutch botanist who rediscovered Mendel's laws and developed the mutation theory of evolution (1848-1935)
reference, (computer science) the code that identifies where a piece of information is stored
togs, informal terms for clothing
faller, a person who falls; "one of them was safe but they were unable to save the faller"; "a faller among thieves"
demosthenes, Athenian statesman and orator (circa 385-322 BC)
platonist, an advocate of Platonism
refiner, one whose work is to refine a specific thing; "he was a sugar refiner"
niobium, a soft grey ductile metallic element used in alloys; occurs in niobite; formerly called columbium
sassing, an impudent or insolent rejoinder; "don't give me any of your sass"
somesthesis, the faculty of bodily perception; sensory systems associated with the body; includes skin senses and proprioception and the internal organs
photomosaic, arrangement of aerial photographs forming a composite picture
signified, the meaning of a word or expression; the way in which a word or expression or situation can be interpreted; "the dictionary gave several senses for the word"; "in the best sense charity is really a duty"; "the signifier is linked to the signified"
sitta, type genus of the Sittidae
water flea, minute free-swimming freshwater copepod having a large median eye and pear-shaped body and long antennae used in swimming; important in some food chains and as intermediate hosts of parasitic worms that affect man e.g. Guinea worms   travel backward; "back into the driveway"; "The car backed up and hit the tree"
quintessence, the purest and most concentrated essence of something
couch potato, an idler who spends much time on a couch (usually watching television)
realism, the attribute of accepting the facts of life and favoring practicality and literal truth
development, act of improving by expanding or enlarging or refining; "he congratulated them on their development of a plan to meet the emergency"; "they funded research and development"
typesetting machine, a printer that sets textual material in type
heating element, the component of a heater or range that transforms fuel or electricity into heat
politeness, a courteous manner that respects accepted social usage
whirling, the act of rotating in a circle or spiral   certified as professional by evidence or testimonials; "credentialled day care workers"
walking, the act of traveling by foot; "walking is a healthy form of exercise"
broom, any of various shrubs of the genera Cytisus or Genista or Spartium having long slender branches and racemes of yellow flowers
protestant denomination, group of Protestant congregations
thing, a separate and self-contained entity
urge, an instinctive motive; "profound religious impulses"
tingle, an almost pleasurable sensation of fright; "a frisson of surprise shot through him"
rock music, a genre of popular music originating in the 1950s; a blend of black rhythm-and-blues with white country-and-western; "rock is a generic term for the range of styles that evolved out of rock'n'roll."
free phagocyte, a phagocyte that circulates in the blood
linkage, an associative relation
genus schizopetalon, small genus of South American herbs grown for its flowers
zapodidae, jumping mice
underperformer, a student who does not perform as well as expected or as well as the IQ indicates
conodont, small (2 inches long) extinct eellike fish with a finned tail and a notochord and having cone-shaped teeth containing cellular bone; late Cambrian to late Triassic; possible predecessor of the cyclostomes
harry lillis crosby, United States singer and film actor (1904-1977)
crohn, United States physician who specialized in diseases of the intestines; he was the first to describe regional ileitis which is now known as Crohn's disease (1884-1983)
spotted weakfish, weakfish of southern Atlantic and Gulf Coasts of United States
holistic theory, the theory that the parts of any whole cannot exist and cannot be understood except in their relation to the whole; "holism holds that the whole is greater than the sum of its parts"; "holistic theory has been applied to ecology and language and mental states"
sway, controlling influence
electrical converter, converter that converts alternating current into direct current or vice versa
iranian language, the modern Persian language spoken in Iran
paralithodes camtschatica, large edible crab of northern Pacific waters especially along the coasts of Alaska and Japan
genus kniphofia, genus of showy clump-forming African herbs with grasslike leaves; sometimes placed in family Aloeaceae
identification, evidence of identity; something that identifies a person or thing
compounding, the act of combining things to form a new whole
sir noel pierce coward, English dramatist and actor and composer noted for his witty and sophisticated comedies (1899-1973)
peradventure, doubt or uncertainty as to whether something is the case; "this proves beyond peradventure that he is innocent"
severing, the act of severing
monastery, the residence of a religious community
cauda, any taillike structure
politics, the profession devoted to governing and to political affairs
osha, a government agency in the Department of Labor to maintain a safe and healthy work environment
lyallpur, city in northeast Pakistan
suborder petromyzoniformes, lampreys as distinguished from hagfishes
trisomy 21, a congenital disorder caused by having an extra 21st chromosome; results in a flat face and short stature and mental retardation
performance, the act of presenting a play or a piece of music or other entertainment; "we congratulated him on his performance at the rehearsal"; "an inspired performance of Mozart's C minor concerto"
marie anne charlotte corday d'armont, French revolutionary heroine (a Girondist) who assassinated Marat (1768-1793)
notification, a request for payment; "the notification stated the grace period and the penalties for defaulting"
soapwort, plant of European origin having pink or white flowers and leaves yielding a detergent when bruised
rankin, leader in the women's suffrage movement in Montana; the first woman to serve in the United States House of Representatives (1880-1973)
incandescence, light from heat
trampler, someone who walks with a heavy noisy gait or who stamps on the ground
frivolousness, the trait of being frivolous; not serious or sensible
xizang, an autonomous region of the Peoples Republic of China; located in the Himalayas
cleanness, the state of being clean; without dirt or other impurities
mollusk genus, a genus of mollusks
comstock, United States reformer who led moral crusades against art and literature that he considered obscene (1844-1915)
trust, complete confidence in a person or plan etc; "he cherished the faith of a good woman"; "the doctor-patient relationship is based on trust"
greensboro, a city of north central North Carolina
genus caulophyllum, blue cohosh
introspectiveness, thoughtfulness about your own situation and feelings
edmund burke, British statesman famous for his oratory; pleaded the cause of the American colonists in British Parliament and defended the parliamentary system (1729-1797)
six day war, tension between Arabs and Israeli erupted into a brief war in June 1967; Israel emerged as a major power in the Middle East
matthew, one of the Gospels in the New Testament; includes the Sermon on the Mount
family bacillaceae, typically rod-shaped usually Gram-positive bacteria that produce endospores
jugglery, artful trickery designed to achieve an end; "the senator's tax program was mere jugglery"
try out, take a sample of; "Try these new crackers"; "Sample the regional dishes"
privately held corporation, a corporation owned by a few people; shares have no public market
heteroscelus, tattlers
patas, reddish long-tailed monkey of west Africa
sortie, (military) an operational flight by a single aircraft (as in a military operation)
african nation, any one of the countries occupying the African continent
mid-atlantic states, a region of the eastern United States comprising New York and New Jersey and Pennsylvania and Delaware and Maryland
obstruction, the act of obstructing; "obstruction of justice"
lotus corniculatus, European forage plant having claw-shaped pods introduced in America
unorthodoxy, a belief that rejects the orthodox tenets of a religion
shelling, the heavy fire of artillery to saturate an area rather than hit a specific target; "they laid down a barrage in front of the advancing troops"; "the shelling went on for hours without pausing"
wariness, the trait of being cautious and watchful
dentifrice, a substance for cleaning the teeth; applied with a toothbrush
rig, a vehicle with wheels drawn by one or more horses
vicomte de chateaubriand, French statesman and writer; considered a precursor of the romantic movement in France (1768-1848)
wrick, a painful muscle spasm especially in the neck or back (`rick' and `wrick' are British)
tremor, a small earthquake
john paul i, the first Pope to assume a double name; he reigned for only 34 days (1912-1978)
loafing, having no employment
poleaxe, fell with or as if with a poleax
rooftree, a beam laid along the edge where two sloping sides of a roof meet at the top; provides an attachment for the upper ends of rafters
aquatic vertebrate, animal living wholly or chiefly in or on water
contact sport, a sport that necessarily involves body contact between opposing players
dry out, become dry or drier; "The laundry dries in the sun"
distribution, the spatial or geographic property of being scattered about over a range, area, or volume; "worldwide in distribution"; "the distribution of nerve fibers"; "in complementary distribution"
myositis, inflammation of muscle tissue
richweed, a plants of the genus Pilea having drooping green flower clusters and smooth translucent stems and leaves
tying, the act of tying or binding things together
carrel, French surgeon and biologist who developed a way to suture and graft blood vessels (1873-1944)
don juan, any successful womanizer (after the legendary profligate Spanish nobleman)
endoscope, a long slender medical instrument for examining the interior of a bodily organ or performing minor surgery
flag, a conspicuously marked or shaped tail
rig, gear (including necessary machinery) for a particular enterprise
welsh corgi, either of two Welsh breeds of long-bodied short-legged dogs with erect ears and a fox-like head
riparia, a genus of Hirundinidae
finger, any of the terminal members of the hand (sometimes excepting the thumb); "her fingers were long and thin"
public press, the print media responsible for gathering and publishing news in the form of newspapers or magazines
assignment, the act of distributing something to designated places or persons; "the first task is the assignment of an address to each datum"
stampede, run away in a stampede
basic cognitive process, cognitive processes involved in obtaining and storing knowledge
richard evelyn byrd, explorer and United States naval officer; led expeditions to explore Antarctica (1888-1957)
nucleus, (astronomy) the center of the head of a comet; consists of small solid particles of ice and frozen gas that vaporizes on approaching the sun to form the coma and tail
supersession, act of replacing one person or thing by another especially one held to be superior
filament, a thin wire (usually tungsten) that is heated white hot by the passage of an electric current
solicitation, request for a sum of money; "an appeal to raise money for starving children"
queerness, a sexual attraction to (or sexual relations with) persons of the same sex
peacekeeping operation, the activity of keeping the peace by military forces (especially when international military forces enforce a truce between hostile groups or nations)
receipt, an acknowledgment (usually tangible) that payment has been made
genus bellis, daisy
filing cabinet, office furniture consisting of a container for keeping papers in order
reliever, a pitcher who does not start the game
oaxaca de juarez, a city of southeastern Mexico
flock, a group of birds
tare, (chemical analysis) a counterweight used in chemical analysis; consists of an empty container that counterbalances the weight of the container holding chemicals
wideness, unusual largeness in size or extent or number
privet andromeda, deciduous much-branched shrub with dense downy panicles of small bell-shaped white flowers
convert, cause to adopt a new or different faith; "The missionaries converted the Indian population"
projector, an optical instrument that projects an enlarged image onto a screen
rationalization, (psychiatry) a defense mechanism by which your true motivation is concealed by explaining your actions and feelings in a way that is not threatening
tajikistan, a landlocked mountainous republic in southeast central Asia to the north of Afghanistan; formerly an Asian soviet
smack, a blow from a flat object (as an open hand)
amphibian family, any family of amphibians
plexor, (medicine) a small hammer with a rubber head used in percussive examinations of the chest and in testing reflexes
look, have a certain outward or facial expression; "How does she look?"; "The child looks unhappy"; "She looked pale after the surgery"
mombasa, a port city in southern Kenya on a coral island in a bay of the Indian Ocean
pointed, having a point
flurbiprofen, a nonsteroidal anti-inflammatory drug (trade name Ansaid) that is administered only orally
climatic zone, any of the geographical zones loosely divided according to prevailing climate and latitude
move, arouse sympathy or compassion in; "Her fate moved us all"
mus, type genus of the Muridae: common house mice; the tips of the upper incisors have a square notch
committee member, a member of a committee
orchestration, an arrangement of events that attempts to achieve a maximum effect; "the skillful orchestration of his political campaign"
break in, enter someone's (virtual or real) property in an unauthorized manner, usually with the intent to steal or commit a violent act; "Someone broke in while I was on vacation"; "They broke into my car and stole my radio!"; "who broke into my account last night?"
pluralism, the doctrine that reality consists of several basic substances or elements
moral philosophy, the philosophical study of moral values and rules
shape, a concrete representation of an otherwise nebulous concept; "a circle was the embodiment of his concept of life"
strip, artifact consisting of a narrow flat piece of material
foetus, an unborn or unhatched vertebrate in the later stages of development showing the main recognizable features of the mature animal
trap, a device in which something (usually an animal) can be caught and penned
abator, a person who abates a nuisance
service man, a skilled worker whose job is to repair things
uninteresting, arousing no interest or attention or curiosity or excitement; "a very uninteresting account of her trip"
tenant, someone who pays rent to use land or a building or a car that is owned by someone else; "the landlord can evict a tenant who doesn't pay the rent"
thickening, the act of thickening
louis bleriot, French aviator who in 1909 made the first flight across the English Channel (1872-1936)
graduate, receive an academic degree upon completion of one's studies; "She graduated in 1990"
harmony, agreement of opinions
von bismarck, German statesman under whose leadership Germany was united (1815-1898)
restlessness, a lack of patience; irritation with anything that causes delay
ectasis, dilatation or distension of a hollow organ
terminology, a system of words used to name things in a particular discipline; "legal terminology"; "biological nomenclature"; "the language of sociology"
violin, bowed stringed instrument that is the highest member of the violin family; this instrument has four strings and a hollow body and an unfretted fingerboard and is played with a bow
pure, (used of persons or behaviors) having no faults; sinless; "I felt pure and sweet as a new baby"- Sylvia Plath; "pure as the driven snow"
chaetognathous, a hose that carries air under pressure   of or relating to arrowworms
straightness, trueness of course toward a goal; "rivaling a hawk in directness of aim"
giovanni lorenzo bernini, Italian sculptor and architect of the baroque period in Italy; designed many churches and chapels and tombs and fountains (1598-1680)
north america, a continent (the third largest) in the western hemisphere connected to South America by the Isthmus of Panama
darfur, an impoverished region of western Sudan; "Darfur was a semi-independent sultanate until 1917 and is ethnically distinct from central Sudan"
shrine, a place of worship hallowed by association with some sacred thing or person
upper carboniferous period, from 310 million to 280 million years ago; warm climate; swampy land
organ, a fully differentiated structural and functional unit in an animal that is specialized for some particular function
lagenophera, small genus of herbs of Australia and South America having small solitary white or purple flowers similar to true daisies of genus Bellis
intuit, know or grasp by intuition or feeling
nagari script, a syllabic script used in writing Sanskrit and Hindi
muscular contraction, (physiology) a shortening or tensing of a part or organ (especially of a muscle or muscle fiber)
park, place temporarily; "park the car in the yard"; "park the children with the in-laws"; "park your bag in this locker"
simone de beauvoir, French feminist and existentialist and novelist (1908-1986)
rehearse, engage in a rehearsal (of)
disgust, strong feelings of dislike
praetorship, the office of praetor
maritime law, the branch of international law that deals with territorial and international waters or with shipping or with ocean fishery etc.
sire, the founder of a family; "keep the faith of our forefathers"
field game, an outdoor game played on a field of specified dimensions
spiritualist, someone who serves as an intermediary between the living and the dead; "he consulted several mediums"
beta test, (computer science) a second test of an experimental product (such as computer software) carried out by an outside organization
country, a particular geographical region of indefinite boundary (usually serving some special purpose or distinguished by its people or culture or geography); "it was a mountainous area"; "Bible country"
genus carpobrotus, a caryophyllaceous genus of Carpobrotus
tulip gentian, one of the most handsome prairie wildflowers having large erect bell-shaped bluish flowers; of moist places in prairies and fields from eastern Colorado and Nebraska south to New Mexico and Texas
tranquillizer, a drug used to reduce stress or tension without reducing mental clarity
pugnacity, a natural disposition to be hostile
barkley, United States politician and lawyer; vice president of the United States (1877-1956)
genus cephalotaxus, the genus of Cephalotaxus (see plum-yews)
meadowlark, North American songbirds having a yellow breast
stony coral, corals having calcareous skeletons aggregations of which form reefs and islands
family ancylostomatidae, hookworms
packera, genus of American of east Asian perennial herbs with yellow to orange or red flower rays; sometimes included in genus Senecio
encirclement, a war measure that isolates some area of importance to the enemy
ram, (astrology) a person who is born while the sun is in Aries
spaciousness, spatial largeness and extensiveness (especially inside a building); "the capaciousness of Santa's bag astounded the child"; "roominess in this size car is always a compromise"; "his new office lacked the spaciousness that he had become accustomed to"
runway, a strip of level paved surface where planes can take off and land
valency, (biology) a relative capacity to unite or react or interact as with antigens or a biological substrate
bullterrier, a powerful short-haired terrier originated in England by crossing the bulldog with terriers
skua, gull-like jaeger of northern seas
pearl mae bailey, United States singer (1918-1990)
republic of djibouti, a country in northeastern Africa on the Somali peninsula; formerly under French control but became independent in 1997
fielding, (baseball) handling the ball while playing in the field
phenylacetamide, a white crystalline compound used as an analgesic and also as an antipyretic
right of first publication, a document granting exclusive right to publish and sell literary or musical or artistic work
classification, a group of people or things arranged by class or category
viscount st. albans, English statesman and philosopher; precursor of British empiricism; advocated inductive reasoning (1561-1626)
yard, the enclosed land around a house or other building; "it was a small house with almost no yard"
sphaerocarpus, type genus of Sphaerocarpaceae; liverworts with small many-lobed usually orbicular thallus
newspaper column, an article giving opinions or perspectives
reproducer, an audio system that can reproduce and amplify signals to produce sound
mustafa kemal, Turkish statesman who abolished the caliphate and founded Turkey as a modern secular state (1881-1938)
rumination, regurgitation of small amounts of food; seen in some infants after feeding
prefrontal lobotomy, surgical interruption of nerve tracts to and from the frontal lobe of the brain; often results in marked cognitive and personality changes
satchmo, United States pioneering jazz trumpeter and bandleader (1900-1971)
systemizer, an organizer who puts things in order; "Aristotle was a great orderer of ideas"
aristotle, one of the greatest of the ancient Athenian philosophers; pupil of Plato; teacher of Alexander the Great (384-322 BC)
neuroscience, the scientific study of the nervous system
leafnose bat, bat having a leaflike flap at the end of the nose; especially of the families Phyllostomatidae and Rhinolophidae and Hipposideridae
unhappy, experiencing or marked by or causing sadness or sorrow or discontent; "unhappy over her departure"; "unhappy with her raise"; "after the argument they lapsed into an unhappy silence"; "had an unhappy time at school"; "the unhappy (or sad) news"; "he looks so sad"
rumour, tell or spread rumors; "It was rumored that the next president would be a woman"
meat and potatoes, the fundamental part; "successful negotiation is the meat and potatoes of arbitration"
cartridge, ammunition consisting of a cylindrical casing containing an explosive charge and a bullet; fired from a rifle or handgun
terramycin, a yellow crystalline antibiotic (trademark Terramycin) obtained from a soil actinomycete; used to treat various bacterial and rickettsial infections
judge advocate general, the senior legal advisor to a branch of the military
thomas aquinas, (Roman Catholic Church) Italian theologian and Doctor of the Church who is remembered for his attempt to reconcile faith and reason in a comprehensive theology; presented philosophical proofs of the existence of God (1225-1274)
token, something of sentimental value
associate degree, a degree granted by a two-year college on successful completion of the undergraduates course of studies
hadrosauridae, duck-billed dinosaurs; upper Cretaceous
valve, control consisting of a mechanical device for controlling the flow of a fluid
practice, knowledge of how something is usually done; "it is not the local practice to wear shorts to dinner"
subtract, take off or away; "this prefix was subtracted when the word was borrowed from French"
syracuse, the Athenian siege of Syracuse (415-413 BC) was eventually won by Syracuse
squelch, to compress with violence, out of natural shape or condition; "crush an aluminum can"; "squeeze a lemon"
periploca, genus of woody vines of warm regions of the Old World
oenologist, a specialist in wine making
gladiator, (ancient Rome) a professional combatant or a captive who entertained the public by engaging in mortal combat
pyramid, arrange or build up as if on the base of a pyramid
occupation, the period of time during which a place or position or nation is occupied; "during the German occupation of Paris"
zimbabwe, a landlocked republic in south central Africa formerly called Rhodesia; achieved independence from the United Kingdom in 1980
rodrigo borgia, Pope and father of Cesare Borgia and Lucrezia Borgia (1431-1503)
reexamination, (law) questioning of a witness by the party that called the witness after that witness has been subject to cross-examination
czar alexander ii, the son of Nicholas I who, as czar of Russia, introduced reforms that included limited emancipation of the serfs (1818-1881)
ikhanaton, early ruler of Egypt who rejected the old gods and replaced them with sun worship (died in 1358 BC)
glamourization, the act of glamorizing; making something or someone more beautiful (often in a superficial way)
nutrition, the scientific study of food and drink (especially in humans)
thought process, the process of using your mind to consider something carefully; "thinking always made him frown"; "she paused for thought"
species, (biology) taxonomic group whose members can interbreed
sunup, the first light of day; "we got up before dawn"; "they talked until morning"
antipope, someone who is elected pope in opposition to another person who is held to be canonically elected; "the antipopes resided in Avignon during the Great Schism"
ragi, East Indian cereal grass whose seed yield a somewhat bitter flour, a staple in the Orient
hyperventilation, an increased depth and rate of breathing greater than demanded by the body needs; can cause dizziness and tingling of the fingers and toes and chest pain if continued
underperformer, a business that is less successful than expected
pewit, large crested Old World plover having wattles and spurs
poisoning, the act of giving poison to a person or animal with the intent to kill
zionist, a Jewish supporter of Zionism
republic of nauru, an island republic on Nauru Island; phosphate exports support the economy
young man, a teenager or a young adult male
yokel, a person who is not very intelligent or interested in culture
shine, experience a feeling of well-being or happiness, as from good health or an intense emotion; "She was beaming with joy"; "Her face radiated with happiness"
running board, a narrow footboard serving as a step beneath the doors of some old cars
stone drill, a drill for penetrating rock
william h. bonney, United States outlaw who was said to have killed 21 men (1859-1881)
morning-glory family, morning glory; bindweed; sweet potato; plants having trumpet-shaped flowers and a climbing or twining habit
plautus, a genus of Alcidae
homo soloensis, extinct primitive hominid of late Pleistocene; Java; formerly Javanthropus
razor fish, any of several small wrasses with compressed sharp-edged heads of the West Indies and Mediterranean
association, the act of consorting with or joining with others; "you cannot be convicted of criminal guilt by association"
virgule, a punctuation mark (/) used to separate related items of information
pleuronectidae, righteye flounders
remit, the topic that a person, committee, or piece of research is expected to deal with or has authority to deal with; "they set up a group with a remit to suggest ways for strengthening family life"
wrecker, someone who demolishes or dismantles buildings as a job
worrywart, thinks about unfortunate things that might happen
enfeoffment, under the feudal system, the deed by which a person was given land in exchange for a pledge of service
encryption, the activity of converting data or information into code
nonpartisanship, an inclination to weigh both views or opinions equally
chlamydeous, having a floral envelope or perianth consisting of a calyx and/or corolla
ophidiidae, eellike marine fishes
inconvertibility, the quality of not being exchangeable; "the inconvertibility of their currency made international trade impossible"
weight down, weight down with a load
woodworker, makes things out of wood
convener, the member of a group whose duty it is to convene meetings
agent, an active and efficient cause; capable of producing a certain effect; "their research uncovered new disease agents"
rooter skunk, large naked-muzzled skunk with white back and tail; of southwestern North America and Mexico
noble-mindedness, elevated ideals or conduct; the quality of believing that ideals should be pursued
bibliotics, the scientific study of documents and handwriting etc. especially to determine authorship or authenticity
parlour car, a passenger car for day travel; you pay extra fare for individual chairs
witness, (law) a person who testifies under oath in a court of law
genus apocynum, perennial herbs with small pink or white flowers
silkworm moth, any silkworm moth of the family Saturniidae
pylodictus, flathead catfishes
stabilizer, a device for making something stable
withdrawer, a contestant who withdraws from competition
witch doctor, someone who is believed to heal through magical powers
stirrer, a person who spreads frightening rumors and stirs up trouble
wheedling, the act of urging by means of teasing or flattery
tennessee river, a river formed by the confluence of two other rivers near Knoxville; it follows a U-shaped course to become a tributary of the Ohio River in western Kentucky
dummy, a figure representing the human form
perpendicular style, a Gothic style in 14th and 15th century England; characterized by vertical lines and a four-centered (Tudor) arch and fan vaulting
terrorization, the act of inspiring with fear
genus calocedrus, tall evergreens of western North America and eastern Asia; formerly included in genus Libocedrus
man of affairs, a person engaged in commercial or industrial business (especially an owner or executive)
winder, a worker who winds (e.g., a winch or clock or other mechanism)
retirement, withdrawal from your position or occupation
secure, get by special effort; "He procured extra cigarettes even though they were rationed"
holothuria, type genus of the Holothuridae
tang, a common rockweed used in preparing kelp and as manure
capital of louisiana, capital of Louisiana
telephone service, a public utility that provides telephone service
spring, produce or disclose suddenly or unexpectedly; "He sprang these news on me just as I was leaving"
genus blandfordia, small genus of tuberous Australian perennial herbs
smaller pectoral muscle, a skeletal muscle that draws down the scapula or raises the ribs
bremerhaven, a port city in northwestern Germany at the mouth of the Weser River on the North Sea; has a deep natural harbor and is an important shipping center
nightspot, a spot that is open late at night and that provides entertainment (as singers or dancers) as well as dancing and food and drink; "don't expect a good meal at a cabaret"; "the gossip columnist got his information by visiting nightclubs every night"; "he played the drums at a jazz club"
minute, a unit of time equal to 60 seconds or 1/60th of an hour; "he ran a 4 minute mile"
whited sepulchre, a person who is inwardly evil but outwardly professes to be virtuous
us cabinet, a board to advise the President; members are the secretaries of executive departments; the United States constitution does not provide for the cabinet
wetnurse, a woman hired to suckle a child of someone else
dissolve, bring the association of to an end or cause to break up; "The decree officially dissolved the marriage"; "the judge dissolved the tobacco company"
welder, joins pieces of metal by welding them together
singsong, informal group singing of popular songs
riser pipeline, a vertical pipe in a building
welsher, someone who swindles you by not repaying a debt or wager
remove, dispose of; "Get rid of these old shoes!"; "The company got rid of all the dead wood"
fillet, cut into filets; "filet the fish"
weaver, a craftsman who weaves cloth
waterleaf family, perennial woodland herbs
squamata, diapsid reptiles: snakes and lizards
study, attentive consideration and meditation; "after much cogitation he rejected the offer"
phrygian deity, deity of the ancient Phrygians of west central Asia Minor
iq test, a psychometric test of intelligence; "they used to think that intelligence is what an intelligence test tests"
order gentianales, an order of dicotyledonous plants having gamopetalous flowers; Gentianaceae; Apocynaceae; Asclepiadaceae; Loganiaceae; Oleaceae; Salvadoraceae
genus andropogon, tall annual or perennial grasses with spikelike racemes; warm regions
fern, any of numerous flowerless and seedless vascular plants having true roots from a rhizome and fronds that uncurl upward; reproduce by spores
waterer, someone who waters plants or crops
funniness, a comic incident or series of incidents
work of art, art that is a product of one of the fine arts (especially a painting or sculpture of artistic merit)
toy dog, any of several breeds of very small dogs kept purely as pets
st. matthew the apostle, (New Testament) disciple of Jesus; traditionally considered to be the author of the first Gospel
army high performance computing research center, a United States defense laboratory to conduct research in high-performance computing for defense technology applications; a partnership of government and university and industry
washer, someone who washes things for a living
simulate, make a pretence of; "She assumed indifference, even though she was seething with anger"; "he feigned sleep"
practice of law, the learned profession that is mastered by graduate study in a law school and that is responsible for the judicial system; "he studied law at Yale"
motivity, the power or ability to move
chaplainship, the position of chaplain
witness, perceive or be contemporaneous with; "We found Republicans winning the offices"; "You'll see a lot of cheating in this school"; "The 1960's saw the rebellion of the younger generation against established traditions"; "I want to see results"
styphelia humifusum, small prostrate or ascending shrub having scarlet flowers and succulent fruit resembling cranberries; sometimes placed in genus Styphelia
pyrenees daisy, perennial of Portugal similar to the oxeye daisy
dissociation, the act of removing from association
ward, a person who is under the protection or in the custody of another
decorticate, remove the cortex of (an organ)
pictural, pertaining to or consisting of pictures; "pictorial perspective"; "pictorial records"
walloper, a very hard hitter
genus arabidopsis, a genus of the mustard family having white or yellow or purplish flowers; closely related to genus Arabis
tableland, a relatively flat highland
erasable programmable read-only memory, (computer science) a read-only memory chip that can be erased by ultraviolet light and programmed again with new data
genus aphis, type genus of the Aphididae: injurious to fruit trees and vegetables
mechanical drawing, the craft of drawing blueprints
idler pulley, a pulley on a shaft that presses against a guide belt to guide or tighten it
methyldopa, antihypertensive drug (trade name Aldomet) used in the treatment of high blood pressure
walk-in, person who walks in without having an appointment; "the emergency room was overrun with walk-ins"
walk-in, an operative who initiates his own defection (usually to a hostile country) for political asylum
smoke, a cloud of fine particles suspended in a gas
paulo afonso falls, a major waterfall in northeastern Brazil
trogonidae, coextensive with the order Trogoniformes
waddler, someone who walks with a waddling gait; "fat waddlers who walk like pigeons"
chipolata, a small thin sausage
legitimacy, undisputed credibility
talent, natural abilities or qualities
voyeur, a viewer who enjoys seeing the sex acts or sex organs of others
consumer, a person who uses goods or services
smash, hit hard; "He smashed a 3-run homer"
genus thrips, type genus of the Thripidae
shine, emit light; be bright, as of the sun or a light; "The sun shone bright that day"; "The fire beamed on their faces"
refractivity, the physical property of a medium as determined by its index of refraction
voicer, a speaker who voices an opinion
kaopectate, trade name for a fixed-combination antidiarrheal drug that use kaolin as the adsorbent and pectin as the emollient
visually impaired person, someone who has inferior vision
sound law, a law describing sound changes in the history of a language
deal, the type of treatment received (especially as the result of an agreement); "he got a good deal on his car"
vena thyroidea, any of several small veins draining blood from the thyroid area
cycladic culture, the Bronze Age civilization on the Cyclades islands in the southern Aegean Sea that flourished 3000-1100 BC
succour, assistance in time of difficulty; "the contributions provided some relief for the victims"
somateria, eider ducks
violator, someone who violates the law
teller, someone who tells a story
colon, a port city at the Caribbean entrance to the Panama Canal
villain, the principal bad character in a film or work of fiction
trail, move, proceed, or walk draggingly or slowly; "John trailed behind his class mates"; "The Mercedes trailed behind the horse cart"
suborder myomorpha, true rats and mice and related rodents
victorian, a person who lived during the reign of Victoria
spice up, make more interesting or flavorful; "Spice up the evening by inviting a belly dancer"
turn around, improve significantly; go from bad to good; "Her performance in school picked up"
change, a different or fresh set of clothes; "she brought a change in her overnight bag"
academia, the academic world
sitting, a meeting of spiritualists; "the seance was held in the medium's parlor"
modernness, the quality of being current or of the present; "a shopping mall would instill a spirit of modernity into this village"
unwholesomeness, the quality of being unhealthful and generally bad for you
victim, a person who is tricked or swindled
new york city, the largest city in New York State and in the United States; located in southeastern New York at the mouth of the Hudson river; a major financial and cultural center
visual display unit, (British) British term for video display
vice president, an executive officer ranking immediately below a president; may serve in the president's place under certain circumstances
vicar-general, (Roman Catholic Church) an administrative deputy who assists a bishop
warhorse, an experienced person who has been through many battles; someone who has given long service
calosoma, any beetle of the genus Calosoma
pride-of-india, tree of northern India and China having purple blossoms and small inedible yellow fruits; naturalized in the southern United States as a shade tree
lieutenant general, a general officer ranking above a major general and below a full general
yard, a tract of land enclosed for particular activities (sometimes paved and usually associated with buildings); "they opened a repair yard on the edge of town"
incarnate, make concrete and real
fregatidae, frigate birds
rumple, to gather something into small wrinkles or folds; "She puckered her lips"
winner, the contestant who wins the contest
absorption, (physics) the process in which incident radiated energy is retained without reflection or transmission on passing through a medium; "the absorption of photons by atoms or molecules"
shoring up, the act of propping up with shores
booklover, someone who loves (and usually collects) books
castration, surgical removal of the testes or ovaries (usually to inhibit hormone secretion in cases of breast cancer in women or prostate cancer in men); "bilateral castration results in sterilization"
transparentness, the quality of being clear and transparent
present, temporal sense; intermediate between past and future; now existing or happening or in consideration; "the present leader"; "articles for present use"; "the present topic"; "the present system"; "present observations"
lacrimal apparatus, the structures that secrete and drain tears from the eye
genus bauhinia, mountain ebony, orchid tree
emu novaehollandiae, large Australian flightless bird similar to the ostrich but smaller
leptodactylus, type genus of the Leptodactylidae; in some classifications placed in the family Bufonidae
lieutenancy, the position of a lieutenant
dog days, the hot period between early July and early September; a period of inactivity
adjudicatory, concerned with adjudicating
conservation, the preservation and careful management of the environment and of natural resources
beverly hills, a city in southwestern California surrounded by Los Angeles; home of many Hollywood actors
snap off, break a piece from a whole; "break a branch from a tree"
soap, street names for gamma hydroxybutyrate
tympanist, a person who plays the kettledrums
origanum, any of various fragrant aromatic herbs of the genus Origanum used as seasonings
accessible, capable of being reached; "a town accessible by rail"
kangaroo rat, any of various leaping rodents of desert regions of North America and Mexico; largest members of the family Heteromyidae
used-car, a car that has been previously owned; not a new car
genus colchicum, chiefly fall-blooming perennial cormous herbs; sometimes placed in family Colchicaceae
